"Grab";"Bestattungsnummer";"Bestattungsbezeichnung";"Bestattungsbeschreibung";"Bestattungsmodus";"Bestattungsausrichtung";"Bestattungserhaltung";"Bestattungslage"
2086;2096;"Brandbstattung";"Verstreuter Leichenbrand";3;9;3;11
2087;2097;"Brandbestattung";"Leichenbrand [unklar, ob Streuung oder Häufung]; nach Cipriano eher männlich, matur; nach Röhrer-Ertl feminin, frühadult";3;9;3;11
2091;2099;"Brandbestattung";"Leichenbrand, angeblich in Urne";3;9;3;11
2093;2100;"Körperbestattung";"Skelett, angeblich mit Kopf im S";2;5;3;2
2095;2101;"Brandbestattung";"Ausgelesener Leichenbrand";3;9;2;1
2096;2102;"Leichenschatten?";"Leichenschatten?";2;9;4;11
2097;2103;"Brandbestattung";"Ausgelesener Leichenbrand im n Zentrum, Leichenbrandsplitter im SO in Holzkohle";3;9;2;1
2099;2104;"Brandbestattung";"Leichenbrand";3;9;2;1
2100;2105;"Brandbestattung";"Leichenbrand";3;9;2;8
2102;2106;"Körperbestattung?";"Evtl. Leichenschatten";2;1;3;8
2103;2107;"Brandbestattung";"Leichenbrand in gesamter Kammer ausgestreut, Zugehörigkeit eines Leichenbrandhäufchens außerhalb der Kammer unsicher";3;9;3;11
2104;2108;"Körperbestattung";"Skelett mit angewinkelten Armen";2;14;2;8
2106;2109;"Brandbestattung";"Leichenbrand, auch außerhalb der Grabkammer liegend [?!?]";3;9;3;9
2107;2110;"Brandbestattung";"Sorgfältig ausgelesener Leichenbrand";3;9;1;11
2108;2111;"Körperbestattung";"""Großwüchsiger, erwachsener Mann""";2;9;3;11
2109;2621;"Brandbestattung";"Leichenbrandhäufchen im SW, etwas Leichenbrand auch in Schale im NO";3;9;3;7
2110;2113;"Körperbestattung";"nach Körperlänge (1,2 m) Infans II oder juvenil";2;5;2;11
2111;2114;"Körperbestattung";"Angeblich Kleinkind von 3 bis 4 Jahren";2;13;2;11
2112;2115;"Individuum 1";"Körperbestattung, mit angewinkeltem rechtem Bein [Erstbestattung?]";2;13;3;11
2112;2116;"Individuum 2";"Knochen angeblich eines Kleinkindes [Beziehung zu Individuum 1?]";2;9;3;11
2113;2117;"Körperbestattung";"Schlecht erhaltenes Skelett";2;13;3;11
2114;2118;"Körperbestattung";"Linker Hocker";2;13;2;11
2115;2119;"Brandbestattung";"Wohl gestörter Leichenbrand";3;9;3;11
2115;2120;"Körperbestattung";"Ca. 1,8 m langes Individuum [demnach juvenil/erwachsen] in gestreckter Rückenlage";2;13;2;11
2116;2121;"Körperbestattung";"Teilweise erhaltenes Skelett, linker Arm fehlt, rechter war über Brust angewinkelt [nach Körperlänge mindestens juvenil/erwachsen]";2;13;2;11
2117;2122;"Brandbestattung";"Leichenbrandkonzentrationen";3;9;3;11
2118;2123;"Brandbestattung";"Leichenbrand eines 6/7jährigen Kindes";3;9;2;8
2119;2124;"Körperbestattung";"Skelett einer jugendlichen Frau, mit über der Brust angewinkelten Armen (linker Arm ca. 150°, rechter 180°)";2;5;1;8
2120;2125;"Körperbestattung";"Skelett [nach Körperlänge mindestens juvenil/erwachsen]";2;13;3;11
2121;2126;"Körperbestattung";"Rechtsseitiger Hocker";2;6;3;11
2122;2127;"Individuum 1";"Körperbestattung, nach Beigaben weiblich [nach Körperlänge mindestens juvenil/erwachsen]";2;13;3;8
2122;2128;"Individuum 2";"Körperbestattung, ö Skelett [nach Körperlänge mindestens juvenil/erwachsen]";2;13;3;4
2123;2129;"Körperbestattung";"Körperbestattung [nach Körperlänge mindestens juvenil/erwachsen]";2;4;3;11
2124;2130;"Körperbestattung";"Körperbestattung, Ausrichtung S mit Tendenz nach SSW [nach Körperlänge mindestens juvenil/erwachsen]";2;5;3;11
2125;2131;"Körperbestattung";"Körperbestattung [nach Körperlänge mindestens juvenil/erwachsen]";2;6;3;11
2126;2132;"Körperbestattung";"Körperbestattung [nach Körperlänge wohl juvenil/erwachsen]";2;15;3;11
2127;2133;"Körperbestattung";"Körperbestattung [mindestens juvenil nach Körperlänge; auffällig ist Armhaltung (beide Arme 180° angewinkelt, Arme leicht abgespreizt); Ausrichtung SSW mit Tendenz nach S]";2;14;2;11
2128;2134;"Körperbestattung";"Gut erhaltenes Skelett einer 20-25jährigen Frau, mit leicht angewinkelten, auf dem Bauch liegenden Armen";2;13;1;7
2129;2135;"Best. 1";"Gut erhaltenes Skelett einer 25jährigen Frau";2;13;1;11
2129;2136;"Best. 2";"Knöchelchen eines Foetus im 7. Schwangerschaftsmonat, nahe der rechten Schulter von Best. 1";2;9;2;11
2130;2137;"Körperbestattung";"Gut erhaltenes Skelett eines 20-25jährigen Mannes";2;3;1;11
2132;2138;"Bestattung IV";"Körperbestattung einer relativ robusten, erwachsenen Frau, offenbar disloziert [Ausrichtung nicht genau anzugeben]";2;9;2;8
2133;2139;"Bestattung III";"Leichenbrand mehrere Individuen, darunter mindestens 1 älterer Mann";3;9;3;1
2133;2140;"Bestattung IIIb";"Leichenbrand von unbekannter Zahl Individuen";3;9;3;11
2134;2141;"Bestattung II";"Skelett eines erwachsenen (anscheinend adulten) Mannes";2;4;1;11
2135;2142;"Bestattung V";"Stark gestörtes Skelett eines ca. 4jährigen Kindes";2;5;3;11
2136;2143;"Bestattung I";"Skelett einer erwachsenen Frau, Arme zur Brust hin angewinkelt";2;4;2;2
2137;2144;"Körperbestattung";"Verstreute Knochen eines 17-20 Jahre alten Mannes [Orientierung OSO mit starker Tendenz nach SO]";2;12;3;11
2138;2145;"Körperbestattung";"Gut erhaltenes Skelett einer 22-25jährigen Frau; auffällige Haltung des linken Armes (Hand am Schulterblatt)";2;4;1;11
2139;2146;"Brandbestattung";"Leichenbrand, möglicherweise weiblich, 20-40jährig";3;9;3;11
2140;2147;"Körperbestattung";"Beinknochen, 20-40jährig [Orientierung SSO mit Tendenz nach SO]";2;13;3;11
2141;2148;"Körperbestattung";"Weibliches Skelett, 20-25jährig, mit starken Wirbelsäulendeformationen, rechtes Bein fehlt komplett (einschließlich Fußknochen); angewinkelte Arme, auf Bauch liegend";2;5;1;11
2142;2149;"Körperbestattung";"Männliches, 30-35jähriges Individuum [Orientierung SSO mit Tendenz nach SO]; rechter Unterarm in Beckengegend";2;13;1;1
2143;2150;"Körperbestattung";"9-11jähriges Individuum, vielleicht männlich";2;5;1;1
2144;2151;"Bestattung I";"Mature Frau, mit über Brust angewinkelten Armen";2;5;1;8
2144;2152;"Bestattung II";"6-7jähriges Kind, mit über Brust angewinkelten Armen und übereinandergeschlagenen Unterschenkeln";2;5;1;8
2145;2153;"Körperbestattung";"Skelettreste eines Erwachsenen";2;9;3;11
2146;2154;"Körperbestattung";"4jähriges Individuum";2;9;3;11
2147;2155;"Körperbestattung";"Männliches Individuum, 35-45jährig, nur oberhalb des Beckens ausgegraben";2;14;2;1
2148;2156;"Körperbestattung";"Neugeborenes Individuum";2;5;3;1
2149;2157;"Körperbestattung";"Etwa 18monatiges Individuum; unter den Knochen Rippenfragment eines Erwachsenen";2;12;2;1
2150;2158;"Brandbestattung";"Leichenbrand eines 20-40jährigen, weiblichen Individuums; Konzentration und Streuung";3;9;2;1
2152;2159;"Körperbestattung";"Individuum mit zur Schulter angewinkelten Unterarmen [nach Beigaben weiblich]";2;14;1;8
2153;2160;"Körperbestattung";"Adulte Frau, mit zur Schulter angewinkelten, leicht abgespreizten Armen";2;4;2;7
2155;2161;"Körperbestattung";"Individuum mit Wirbelsäulenverkrümmung; rechte Hand lag in Unterleibsgegend";2;13;1;8
2156;2162;"Körperbestattung";"Körperbestattung";2;9;3;11
2157;2163;"Körperbestattung";"Körperbestattung [wohl mindestens juvenil]";2;9;3;11
2159;2164;"Körperbestattung";"Schlecht erhaltenes Skelett eines ca. 1jährigen Kindes";2;13;3;11
2160;2165;"Körperbestattung";"Reste einer Körperbestattung";2;9;3;11
2161;2166;"Brandbestattung";"Leichenbrandhäufchen";3;9;2;8
2162;2167;"Individuum 1";"Total verstreuten Knochen eines etwa 9jährigen Individuums";2;9;3;11
2163;2168;"Brandbestattung";"Leichenbrandstreuung";3;9;3;8
2164;2169;"Brandbestattung";"Leichenbrand mit Holzkohle";3;9;3;1
2165;2170;"Körperbestattung";"Weibliches, 20jähriges Individuum; rechtes Bein fehlt vollkommen";2;4;2;11
2166;2171;"Brandbestattung";"Leichenbrand eines erwachsenen Individuums";3;9;3;11
2167;2172;"Körperbestattung";"Nur teilweise erhaltenes Skelett eines 40-45jährigen männlichen Individuums";2;13;3;11
2168;2173;"Körperbestattung";"Ca. 12jähriges Individuum, angeblich mit Brandspuren [Orientierung nach OSO mit starker Tendenz nach SO]";2;12;3;11
2169;2174;"Körperbestattung";"Weibliches, 20-30jähriges Individuum, schlecht erhalten; Knochen angeblich mit Brandspuren";2;13;2;11
2170;2175;"Brandbestattung";"Leichenbrand eines 20-40jährigen, wahrscheinlich weiblichen Individuums; bei Gefäß, wohl Urnenbestattung";3;9;2;11
2171;2176;"Körperbestattung";"Gestörtes Skelett einer 18-22jährigen Frau";2;13;3;8
2172;2177;"Körperbestattung";"Linksseitiger Hocker eines 7-8jährigen Individuums [dabei weitere Knochen, die wohl zu Grab 607 gehören dürften]";2;13;1;11
2173;2178;"Körperbestattung";"9-10jährige Körperbsattung";2;13;2;8
2174;2179;"Körperbestattung";"Männliches, 30-35jähriges Individuum";2;13;1;8
2175;2180;"Brandbestattung";"Infans II";3;9;3;11
2176;2181;"Brandbestattung";"Leichenbrand eines juvenilen oder frühadulten, eher weiblichen Individuums";3;9;3;11
2177;2182;"Brandbestattung";"Wohl adultes, eher weibliches Individuum";3;9;3;11
2178;2183;"Brandbestattung";"Wohl adultes, eher weibliches Individuum";3;9;3;11
2179;2184;"Brandbestattung";"Unbestimmbarer Leichenbrand, jedoch kein Kleinstkind";3;9;3;11
2180;2185;"Brandbestattung";"Leichenbrand einer wohl erwachsenen Frau";3;9;2;11
2181;2186;"Brandbestattung";"Leichenbrand, kein Kleinstkind";3;9;3;11
2182;2187;"Brandbestattung";"Viel Leichenbrand, wohl Infans II";3;9;2;11
2183;2188;"Brandbestattung";"Leichenbrand eines wohl nicht erwachsenen, kindlichen Individuums (eher Inf. I als II)";3;9;3;8
2185;2190;"Brandbestattung";"Leichenbrand eines erwachsenen Individuums; darunter auch einige unverbrannte Knochenfragmente und Zahn eines 9jährigen Kindes [wohl aus anderer Bestattung zufällig hineingelangt]";3;9;3;9
2186;2191;"Brandbestattung";"0-3monatiges Individuum";3;9;2;11
2187;2192;"Brandbestattung";"verstreuter Leichenbrand eines 20-40jährigen, weiblichen Individuums";3;9;2;4
2188;2193;"Körperbestattung";"14-15jähriges, vielleicht weibliches Individuum mit angehockten Beinen [Orientierung nach SSO mit Tendenz nach S]; an rechter Ulna evtl. verheilter Bruch; unter den Knochen auch Schneidezahn eines Erwachsenen und Milchzahn eines 18monatigen Kindes";2;13;1;8
2189;2194;"Körperbestattung";"Skelett eines ca. 8jährigen Individuums; linker Arm in Beckenregion liegend";2;13;1;4
2190;2195;"Brandbestattung";"Leichenbrandhaufen an anzunehmender SW-Wand";3;9;2;7
2192;2196;"Brandbestattung";"Leichenbrand, in Urne";3;9;2;11
2193;2197;"Körperbestattung";"Körperbestattung";2;9;3;11
2194;2198;"Brandbestattung";"Wohl in Kammer verstreuter Leichenbrand, vermischt mit Holzkohle";3;9;3;11
2195;2199;"Brandbestattung";"Leichenbrand eines erwachsenen Individuums";3;9;2;11
2196;2200;"Brandbestattung";"Leichenbrand eins 30-40jährigen, männlichen Individuums";3;9;2;3
2197;2201;"Best. 1";"25-30jähriges, weibliches Individuum; Unterschenkel nicht ausgegraben; linker Unterarm lag wohl in Bauchgegend [Orientierung SSW mit Tendenz nach S]";2;14;2;11
2197;2202;"Best. 2";"Kleinkind [die Beschreibungen bei Baitinger und Burger-Heinrich sind nicht ganz kompatibel; Burger-Heinrich erwähnt auch einzelne Knochen eines zweiten Erwachsenen], angeblich in linksseiter Hockstellung";2;9;3;4
2198;2203;"Körperbestattung";"Skelett eines weiblichen, 45-50jährigen Individuums [Orientierung nach SSO mit sehr starker Tendenz nach S], beide Unterame in Bauchgegend, leicht abgewinkelt";2;13;2;8
2199;2204;"Körperbestattung";"Männliches, 35-45jähriges Individuum";2;4;2;8
2200;2205;"Brandbestattung";"Leichenbrand eines 6-10jährigen Kindes [wohl Streuung]";3;9;2;11
2201;2206;"Brandbestattung";"Leichenbrand eines Erwachsenen";3;9;3;11
2202;2207;"Brandbestattung";"Leichenbrand eines maximal 10jährigen Kindes";3;9;2;11
2203;2208;"Körperbestattung";"Möglicherweise weibliches, 16-17jähriges Individuum";2;13;2;8
2204;2209;"Körperbestattung";"Skelett, nur in wenigen Knochen erhalten [Orientierung wohl SSO mit starker Tendenz nach SO; nach Körperlänge wohl mindestens juvenil]";2;13;3;11
2205;2210;"Körperbestattung";"Nur einzelnes Fersenbein erhalten [Ausrichtung wohl nach SO mit leichter Tendenz nach SSO; nach anzunehmender Größe wohl mindestens Jugendlicher]";2;4;3;11
2206;2215;"Körperbestattung";"Weitgehend vergangenes Skelett [nach zu rekonstruierender Länge wohl mind. juvenil]";2;14;3;11
2207;2211;"Körperbestattung";"Rechtsseitiger Hocker, 10-12jähriges Individuum";2;3;2;11
2208;2212;"Brandbestattung";"Nicht ausgelesener Leichenbrand eines weiblichen, 20-40jährigen Individuum";3;9;2;11
2212;2213;"Körperbestattung";"Nur teilweise erhaltenes Skelett [nach Länge mindestens juvenil]";2;13;3;8
2213;2214;"Körperbestattung";"Seniles, männliches Individuum [Orientierung nach S] mit leichter Tendenz nach SSO";2;5;2;8
2215;2216;"Brandbestattung";"Leichenbrand, in SW in Gefäß und im NW, evtl. ebenfalls in Gefäß";3;9;3;8
2216;2217;"Körperbestattung";"Körperbestattung, leicht gestört [nach Körperlänge mindestens juvenil]";2;4;2;11
2217;2218;"Brandbestattung";"Leichenbrand in Urne";3;9;2;3
2218;2219;"Körperbestattung";"Skelett, ca. 1,8 m lang [danach wohl mind. juvenil]";2;5;2;8
2219;2220;"Körperbestattung";"Schlecht erhaltenes Skelett, linker Arm angewinkelt [Orientierung wohl SSO mit Tendenz nach S]";2;13;3;8
2220;2221;"Körperbestattung";"Schlecht erhaltenes Skelett, mit leicht angewinkelten Armen";2;13;3;8
2221;2222;"Körperbestattung";"Sehr schlecht erhaltenes Skelett, ca. 1,7 m lang [danach wohl mind. juvenil; nach Plan wohl linker Arm rechtwinklig liegend]";2;5;3;11
2222;2223;"Brandbestattung";"Leichenbrandhaufen";3;9;2;7
2223;2224;"Körperbestattung";"Schlecht erhaltenes Skelett [nach erhaltener Länge von ca. 1,6 m mind. juvenil]";2;5;3;8
2225;2226;"Körperbestattung";"Sehr spärliche Reste eines maturen, weiblichen Individuums";2;14;3;4
2226;2227;"Körperbestattung";"Verstreute Skelettreste, Toter wohl im O niedergelegt";2;9;3;4
2227;2228;"Körperbestattung";"Stark gestörtes Skelett, im N der Kammer niedergelegt [Wamser vermutet mit Kopf im S]";2;9;3;2
2228;2229;"Körperbestattung";"Skelett [schlecht publiziert]";2;9;3;2
2229;2230;"Körperbestattung";"Skelett, nach vorläufiger anthropologischer Bestimmung weiblich";2;9;3;2
2230;2231;"Körperbestattung";"Gestörtes Skelett";2;9;3;2
2230;2232;"Brandbestattung";"Häufchen kalzinierter Knochen [wohl Leichenbrand]";3;9;3;9
2231;2233;"Körperbestattung";"Wohl weitgehend vergangen Körperbestattung";2;5;3;8
2232;2234;"Brandbestattung";"Leichenbrand in einem Gefäß";3;9;3;11
2234;2235;"Brandbestattung";"Nur Leichenbrandreste";3;9;3;11
2235;2236;"Körperbestattung";"Humerus eines erwachsenen Mannes (1,65-172 m groß), Zugehörigkeit zu Grab nicht sicher";2;9;3;11
2236;2237;"Körperbestattung";"Skelett eines männlichen 50-60jährigen Individuum mit sehr robustem Knochenbau (Länge ca. 1,82 m) [Orientierung nach SSW, jedoch nicht wirklich parallel zu Grabraumgrenze niedergelegt, so daß leichte Tendenz nach S vorliegt]";2;14;1;8
2237;2238;"Brandbestattung";"Juveniles Individuum";3;9;2;1
2238;2239;"Brandbestattung";"Leichenbrand";3;9;3;4
2239;2240;"Brandbestattung";"Leichenbrand, teilweise in Urne, restlicher Leichenbrand entweder ausgestreut oder in weiteren Gefäßen";3;9;3;11
2240;2241;"Brandbesattung";"Grobstückiger, ausgelesener Leichenbrand in Urne, Leichenbrandflitter in Scheiterhaufenresten";3;9;2;1
2241;2242;"Brandbestattung";"Etwas Leichenbrand, gestört";3;9;3;11
2242;2243;"Brandbestattung";"2 sauber getrennte Leichenbrandhäufchen";3;9;3;7
2243;2244;"Körperbestattung";"Gut erhaltenes Skelett [nach Körperlänge von 1,3 m infans II/juvenil";2;14;2;8
2244;2245;"Brandbestattung";"Wenige kalzinierte Knochen, in ö Hälfte unterhalb des anzunehmenden Wagens";3;9;3;1
2246;2246;"Skelett 2";"Gestörtes Skelett eines spätadulten, weiblichen Individuums";2;13;2;8
2247;2247;"Skelett 1";"Skelett eines frühmaturen Mannes";2;13;2;1
2248;2248;"Brandbestattung";"Sorgfältig ausgelesener Leichenbrand in Urne, wenig Leichenbrand in weiterem Gefäß";3;9;2;11
2250;2249;"Brandbestattung";"Leichenbrand in Brandschicht";3;9;3;11
2251;2250;"Brandbestattung";"Leichenbrand in Urne, im SO niedergestellt";3;9;3;5
2252;2251;"Körperbestattung";"Skelett [nach Körperlänge von ca. 1,6 m mindestens juvenil; Ausrichtung nach SO mit Tendenz nach SSO]";2;4;2;11
2253;2252;"Brandbestattung";"Leichenbrand in Urne";3;9;2;1
2254;2253;"Körperbestattung";"Skelett mit leicht angehockten Beinen [nach Größe von unter 1 m wohl Infans I]";2;13;2;8
2255;2911;"Körperbestattung";"Spärliche Skelettreste [Orientierung nach SSW mit sehr starker Tendenz nach S]";2;14;3;11
2256;2254;"Körperbestattung";"Nur teilweise erhaltenes Skelett [nach Länge mindestens juvenil]";2;14;2;7
2257;2255;"Körperbestattung";"Gut erhaltenes Skelett eines spätadult-frühmaturen, männlichen Individuums [Schmotz' Angabe ""etwa 30 Jahre"" beruht wohl auf einem schlichten Irrtum], mit wohl tödlichem Lochdefekt in Stirnmitte";2;5;1;8
2258;2256;"Körperbestattung";"Stark gestörtes Skelett eines erwachsenen weiblichen Individuums";2;9;3;11
2260;2258;"Brandbestattung";"Leichenbrand, stark gestört";3;9;3;11
2261;2259;"Brandbestattung";"Leichenbrand, offenbar im Zentrum niedergelegt";3;9;3;1
2262;2260;"Brandbestattung";"Leichenbrand, stark gestört";3;9;3;8
2263;2261;"Brandbestattung";"Leichenbrandhäufchen";3;9;3;11
2264;2262;"Körperbestattung";"Im Oberkörperbereich gestörtes Skelett [nach Größe mind. juvenil; Ausrichtung SO mit Tendenz nach SSO], mit linkem Arm in Beckenbereich und überkreuzten Unterschenkeln";2;4;2;11
2265;2263;"Brandbestattung";"Viel Leichenbrand in Urne";3;9;2;6
2266;2264;"Körperbestattung";"Wohl Körperbestattung, nur Zahnschmelz erhalten";2;9;3;7
2267;2265;"Brandbestattung";"In Grube verstreuter Leichenbrand";3;9;3;11
2268;2266;"Brandbestattung";"Viel Leichenbrand, wohl verstreut";3;9;3;11
2269;2267;"Brandbestattung";"In Grube verstreuter Leichenbrand";3;9;3;11
2270;2268;"Brandbestattung";"Leichenbrand [zerstreut?]";3;9;3;11
2271;2269;"Brandbestattung";"Grobstückiger Leichenbrand [zerstreut?]";3;9;3;11
2272;2270;"Brandbestattung";"Leichenbrand in Urne";3;9;2;1
2273;2271;"Brandbestattung";"Leichenbrand eines Mannes, gehäuft im NW-Quadranten, weiterer Leichenbrand direkt an W-Wand und an O-Wand";3;9;3;9
2274;2272;"Brandbestattung";"Leichenbrand einer Frau, auf 3 Häufchen verteilt";3;9;3;1
2275;2273;"Brandbestattung";"Leichenbrand, mit Holzkohle";3;9;2;4
2276;2274;"Brandbestattung";"Leichenbrand in Urne und Grubenfüllung";3;9;2;5
2277;2275;"Brandbestattung";"Leichenbrand in Urne";3;9;2;11
2278;2276;"Brandbestattung";"Leichenbrand in NW-Ecke und an O-Wand [wohl von Erstbestattung, jedoch beide Vorkommen zusammengehörig?]";3;9;3;9
2279;2277;"Körperbestattung";"Skelett [nach Länge mind. juvenil], mit angewinkeltem rechten Bein; Orientierung nach S mit starker Tendenz nach SSO]";2;5;2;8
2280;2278;"Körperbestattung";"Skelett [nach Größe von ca. 1,6 m mind. juvenil]";2;13;2;8
2281;2279;"Körperbestattung";"Skelett [Orientierung S mit leichter Tendenz nach SSW; nach Länge von ca. 1,8 m mind. juvenil]; linker Arm rechtwinklig angewinkelt und in Beckenregion liegend";2;5;2;8
2282;2280;"Brandbestattung";"Leichenbrandhäufchen";3;9;2;9
2283;2281;"Brandbestattung";"Leichenbrandstreuung an N-Wand";3;9;2;2
2284;2282;"Körperbestattung";"Im Oberkörperbereich gestörtes Skelett [wohl durch Einbruch der Grabkammer; deshalb nicht sicher zu entscheiden, ob besondere Armhaltung vorliegt; evtl. rechter Arm nach oben abgewinkelt; nach Körperlänge von ca. 1,6 m mind. juvenil]";2;5;2;7
2285;2283;"Brandbestattung";"Leichenbrandstreuung an anzunehmender W-Wand; erwachsen (20-40), wahrscheinlich männlich";3;7;2;8
2286;2284;"Brandbestattung";"Verstreuter Leichenbrand";3;9;3;11
2293;2285;"Körperbestattung";"Gestörtes Skelett, ein Femur um 180 Grad gedreht [wie bei Emmerthal]";2;9;3;2
2295;2286;"Brandbestattung";"Leichenbrand in 2 Gefäßen";3;9;3;11
2296;2287;"Körperbestattung";"stark gestörtes Skelett eines erwachsenen, wohl adulten Mannes";2;9;3;2
2297;2288;"Brandbestattung";"""Leichenbrandschüttung""";3;9;3;11
2298;2289;"Brandbestattung";"Leichenbrand, in Urne und darüber in Grubenfüllung";3;9;3;11
2299;2290;"Brandbestattung";"Leichenbrand in Urne, offenbar vermischt mit Holzkohle";3;9;3;11
2300;2291;"Brandbestattung";"Leichenbrand in Urne";3;9;3;11
2301;2292;"Brandbestattung";"Leichenbrand [wohl gehäuft], in flacher Mulde";3;9;3;9
2302;2293;"Brandbestattung";"Größerer Leichenbrandhaufen (0,6 x 0,4 m) in NW-Ecke, weiterer Leichenbrand im O";3;9;3;9
2303;2294;"Brandbestattung";"Leichenbrand in Grube von 0,3 m Dm. und 0,3 m T.";3;9;3;11
2304;2295;"Brandbestattung";"Leichenbrand eines [oder mehrerer?] erwachsenen Individuums,in SO in 'Brandschicht, im W und NW";3;9;3;8
