"Katalognummer";"Fundplatznummer";"Fundplatzcharakter";"Fundplatzbeschreibung";"X";"Y";"Lokalitätsnummer";"Gemarkung";"Flurname";"Hügelzahl";"Publikationsqualität";"Objektlokalisation";"Ältere_Hallstattzeit";"Jüngere_Hallstattzeit";"Neolithikum";"Bronzezeit";"Urnenfelderzeit";"Latènezeit";"Römische_Kaiserzeit";"Frühmittelalter";"Mittelalter";"Neuzeit"
1158;547;1;"Gruppe von 6 Hügeln, 1200 m sö von Ort, teilweise liegen sie auf Gmkg. Ederheim, Kr. Donau-Ries; Grabungen 1921/1922/1926 von Frickhinger in 5 Hügeln";3605000;5406000;698;"Schweindorf";"Wald 'Kirchbauernholz', 'Heidegemeinde'";6;2;1;1;1;0;0;0;0;0;0;0;0
1159;1728;1;"Gruppe von 3 Hügeln, 1000 m s der Kirche von Ort; Grabung 1911 von Pfarrer Ilg im mittleren Hügel; er enthielt 3 Brandbestattungen, eine Brandbestattung mit 8 Gefäßen, Pferdegeschirr, 2 Hohlringe, 2 Armringe. Hallstatt C; Literatur: OA LfD. - Bodendenkmäl";3585000;5366000;1203;"Oberfahlheim";"'Kirchholz'";3;3;1;1;0;0;0;0;0;0;0;0;0
1160;1729;2;"Grabhügel, ca. 1500 m w der Kirche von Echlishausen, 1300 m s der Donau. Im Bereich eines im Gelände noch deutlich erkennbaren Hügels konnte P. Wischenbarth bereits 1993 hallstattzeitliche Keramik auflesen. Begehungen im Frühjahr 1994 erbrachten erneut Ke";3587000;5366000;1203;"Unterfahlheim";"'Am Hahnenbühel'";1;1;1;1;0;0;1;0;0;0;0;0;0
1161;2976;3;"Brandgrubengrab, in einem Neubaugebiet n von Ort; Grabungen 1995 der Fa. ARDI; dabei 'Herrenhof', nö des Grabes undatierter Kreisgraben, nahebei kaiserzeitliche und frühmittelalterliche Bestattungen";3697000;5331000;2133;"Unterbiberg";;;3;0;0;0;0;0;0;0;1;1;0;0
1162;1465;1;"Gruppe von 9 Hügeln, 2500 m w der Kirche in Neubrunn; 1955 1 Hügel für Wegebauarbeiten zerstört (wohl Körperbestattung unter zentraler Steinpackung); Steigbügelarmringe; Dm. 4-15 m, H. 0,3-1,4";3546000;5510000;1096;;"'Gespring', 'Männlein'";9;3;1;0;1;0;0;0;0;0;0;0;0
1163;2926;1;"Brandbestattungen, 125 m w der Hauptstraße in einem Neubaugebiet; 1958 insgesamt 3 Urnengräber entdeckt, weiteres Grab 1963";3660000;5400000;2008;"Feldkirchen";"'Garten Paul Mühlfenzl'";;3;1;1;1;0;0;0;0;0;0;0;0
1164;2736;1;"Gruppe von etwa 24 Hügeln, ö von Ort, s der Straße nach Bruck [Angaben von Kossack ""nördl. der Straße"" wohl falsch]; Grabungen 1835, 1836, 1867; auch hügelgräberbronzezeitliche Funde";3668000;5400000;2008;"Rothheim";"'Brucker Forst'";24;3;1;1;1;0;1;0;0;0;0;0;0
1165;2737;1;"Gruppe von etwa 45 Hügeln, n der Sraße nach Neuburg; Grabungen 1833 (1 Hügel), 1867 (1 Hügel), 1961 vom LfD (Titze) (2 Hügel); HaC-Funde, in Hügel 1 Brand- und Körperbestattung [weitere Grabungen waren 1962 mit eingehender Veröffentlichung geplant]";3664000;5400000;2008;"Zell";"'Eichet' ('Obereichet')";45;3;1;1;0;0;0;0;0;0;0;0;0
1166;1707;1;"Gruppe von mindestens 10 Hügeln, 1000 m nö der Kirche von Ort; 1830 wurde ein Hügel ausgegraben. Daraus stammen mehrere Gefäße, darunter Omphalosschalen und bauchige Henkelgefäße mit Zylinderhals. Nach Pätzold soll auch die eiserne Pfeilspitze und die Eis";3604000;5353000;1190;"Edelstetten";"Waldabt. 'Tiergarten', 'Forst Buch'";10;3;1;0;1;0;0;0;0;0;0;0;0
1167;2725;2;"Grabhügel, 4000 m ssö von Ort, am Weg nach Hof Stollbeck; Grabung 1903";3515000;5342000;2002;;;;3;1;1;0;0;0;0;0;0;0;0;0
1168;2726;2;"Wohl Grabhügel, 2200 m sö von Freudenweiler; daraus Hallstattscherben";3511000;5343000;2002;;"Wald 'Kobenloh' ('Kolbenloch')";;3;0;0;0;0;0;0;0;0;0;0;0
1169;2727;4;"Mehrere Fundgruppen, wohl aus Grabhügeln; näheres nicht bekannt";3509000;5345000;2002;"Freudenweiler";;;3;0;0;0;0;0;0;0;0;0;0;0
1170;517;1;"Gruppe von 3 Hügeln, 1500 m osö von Ort (in Literatur auch unter 'Harthausen a. d. Scheer' geführt); Grabungen wohl 1897 von Zingeler und 1921/1922";3510000;5344000;2002;"Freudenweiler";"'Roppelauwald' ('Groß Hauen')";3;3;1;0;1;0;0;0;0;0;0;0;0
1171;629;1;"Gruppe von 15 Hügeln, 1500 m ssw von Ort; daraus 1904 Lesefund eines Bronzehalsringes";3520000;5393000;640;;"Wald 'Horb'";15;3;1;0;1;0;0;0;0;0;0;0;0
1172;691;1;"Gruppe von angeblich ehemals 30 Hügeln, 2500 m nö bis onö von Ort; Grabung in 2 Hügel 1891 von Baurat Eulenstein; auch uk-zeitliche Funde";3497000;5316000;760;;"'Hexenwiesen'";30;3;1;1;1;0;0;1;0;0;0;0;0
1173;1790;2;"Wohl einzelner Hügel ca. 650 m s [wohl eher ""sw""] von Ort am Talrand des Zenngrundes; Grabungen von Oetter sen. + jun. 1813/1816 [keine weiteren verwertbaren Angaben]";3622000;5482000;1243;"Adelsdorf";;1;3;1;0;0;0;0;0;0;0;0;0;0
1174;2316;1;"Gruppe von 16 Hügeln, 2100 m nö von Neukirchen und 300 m n von Pkt. 503,2; Grabung 1893 von F. Knarr in einem Hügel; auch bronzezeitliche Funde";3692000;5493000;2164;"Föderricht";"'Knöckel'";16;3;1;0;0;0;1;0;0;0;0;0;0
1175;2317;1;"Gruppe von ehemals mindestens 8 Hügeln, 450 m nw von Ort und 75 m w von Pkt. 488,3; Grabungen 1893 von F. Knarr (2 Hügel), von 1905 von W. Streit (1 Hügel) und 1906/1907 von Dr. Huber (NHG Nürnberg) (3 Hügel); auch latènezeitliche Funde";3689000;5495000;2164;"Gaisheim";"Wald 'Sandleite'";8;2;1;1;1;0;0;0;1;0;0;0;0
1176;2315;1;"Gruppe von offenbar verschleiften Hügeln, 575 m nö von Ort (Pkt. 460,6) und 550 m nw von Holnstein (Pkt. 485,1) am Weg von Ort nach Steinbach (in Literatur auch unter 'Holnstein' geführt); Grabungen 1906 vom Grundbesitzer und von K. Hörmann (NHG Nürnberg)";3691000;5495000;2164;"Mittelreinbach";"'Bettelleite'";;2;1;0;1;0;0;1;0;0;0;0;0
1177;2301;2;"Wohl verschleifter Grabhügel, 950 m osö von Holnstein (Pkt. 485,1) und 225 m onö/200 m ö von Pkt. 484,0; Grabungen 1907 von der NHG Nürnberg (K. Hörmann)";3692000;5494000;2164;"Oberreinbach";"'Kothäcker'";;2;1;1;1;0;0;0;0;0;0;0;0
1178;2318;2;"Ehemals 1 Hügel, 1800 m nnö von Holnstein (Pkt. 485,1) und 100 m sw von Pkt. 534,8 an der w Seite der Straße Holnstein-Königstein; Notgrabung des LfD (A Stroh) 1951; auch bronze- und latènezeitliche Funde";3692000;5496000;2164;"Steinbach";"'Holzacker'";1;3;1;1;0;0;1;0;1;0;0;0;0
1179;2077;1;"Gruppe von ehemals mindestens 16 Hügeln, ca. 150 m sw der Bodenmühle; Grabungen 1892 oder früher und 1893 von Apotheker Speier, Drogist C. Scharf und Gerichtsvollzieher J. Hayn, 1899, 1900 und 1902 von der NHG Nürnberg, 1904 und 1907 vom Historischen Vere";3681000;5466000;2174;"Labersricht";"'Im Euler'";16;2;1;0;1;0;1;1;1;0;0;0;0
1180;779;3;"Lesefunde hallstattzeitlicher Keramik + zweier halber Tonklappern 1994, wohl bereits 1957 bei Kanalisationsarbeiten gegenüber Haus 277 Urnenfund";3654000;5500000;786;;"Fpl. 278/'Langenfeld'";;3;0;0;0;0;0;0;0;0;0;0;0
1181;1810;2;"Nicht mehr lokalisierbarer Grabhügel am Fuß des Rothenberges; Grabung 1836 von Oberst v. Gemming";3671000;5493000;1258;"Kersbach";;1;3;0;1;1;0;0;0;0;0;0;0;0
1182;1811;2;"Einzelner Grabhügel, ca. 2000 m wsw von Rollhofen zwischen der BAB und der Straße von Neunkirchen nach Schnaittach; Grabung von R. Erl und H. W. Ehrngruber 1939; bronzezeitlicher Hügel mit hallstattzeitlicher Nachbestattung";3668000;5492000;1258;"Rollhofen";"'Gemeindeanger'";1;3;1;0;1;0;1;0;0;0;0;0;0
1183;1813;1;"Gräberfeld mit verschleiften Grabhügeln und Brandgräbern der Hallstatt- und Latènezeit auf einer sandigen Niederterrasse am Rande des Pegnitztales, ca. 1000 m ssö der Kirche von Ort; nicht ideale Notbergungen 1962, 1969 und 1971 von F. Vollrath, F. Gries ";3670000;5490000;1258;"Speikern";"'Schwend' ('Schwand')";;1;1;1;1;0;0;0;1;0;0;0;0
1184;1814;1;"Gruppe von verschleiften Grabhügeln im Bereich einer Sandgrube, ca. 800 m nnw der Kirche von Ort; Lesefunde 1969, Notgrabung eines Grabes 1971 von LfD und NHG Nürnberg sowie Grabung eines Hügels 1977 von J. Göbel; neben hallstatt- auch latène- und uk-zeit";3669000;5491000;1258;"Speikern";"'Stockholz'";;3;1;0;1;0;0;1;1;0;0;0;0
1185;1812;1;"Gruppe von 7 Hügeln ca. 800 m nnö der Kirche von Ort; 1886 Grabung in einem Hügel von A. Stöhr";3670000;5491000;1258;"Speikern";"Wald 'Schallerholz'";7;3;1;1;0;0;0;0;1;0;0;0;0
1186;2646;1;"Gruppe von 8 Hügel, 950 m nnö von Ort (1 Hügel bereits auf Gmgk. Stausacker)";3705000;5422000;2171;"Haderfleck, Stausacker";;8;3;1;0;0;0;0;0;0;0;0;0;0
1187;533;1;"Körperbestattungen, 1200 m ssö von Ort; entdeckt 1912";3489000;5371000;670;"Wolfenhausen";"'Am Nellingsheimer Weg' ('im Hinteren Dünger')";;3;1;0;1;0;0;0;0;0;0;0;0
1188;532;1;"Gruppe von Hügeln, 1200 m onö von Ort; Grabungen um 1850 von Jaumann, 1876 von Tscherning und 1898";3490000;5373000;670;"Wolfenhausen";"'Küblersloch' ('Müllerwäldle')";;3;1;0;1;0;0;0;0;0;0;0;0
1189;1734;4;"Evtl. Gräber, 1350 m wnw der Kirche von Hausen; Fundmeldung P. und L. Wischenbarth 1985; hallstattzeitliche Wandscherben, z.T. rot engobiert; oberirdisch keine Grabhügel zu erkennen; Literatur: OA LfD.";3578000;5357000;1204;"Hausen";"'Steigfeld', 'Am großen Heinig'";;3;1;0;0;0;0;0;0;0;0;0;0
1190;1730;1;"Gruppe von 17 Hügeln, 1500 m onö der Kirche von Ludwigsfeld, ca. 600 m ssw vom Schlüsselhof; Grabungen 1910, 1921, 1925 und 1928; es wurden 12 der 17 Grabhügel geöffnet. Man traf Körper- und Brandbestattungen der Stufe Ha D an. In Hügel 3 fand sich eine l";3577000;5360000;1204;"Neu-Ulm";"'Ulmer Ried', 'An der Bahn' ('Schlüsselhof')";17;3;1;0;1;0;0;0;1;0;0;0;0
1191;1731;1;"Gruppe von 20 Hügeln (in 2 Untergruppen zu 13 bzw. 7 Hügeln), 1000 m ö der Kirche von Reutti bzw. 1650 m onö der Kirche; 1846 wurden 3 bzw. 7 Hügel ausgegraben. Es ergaben sich reichhaltige Funde der Stufe Ha C und D, die nicht mehr nach Hügeln zu trennen";3581000;5359000;1204;"Reutti";"'Buchwald'";20;3;1;1;0;0;0;0;0;0;0;0;0
1192;2652;1;"Gruppe von ehemals etwa 70 Hügeln, 500-600 m w bis wsw von Ort; Grabungen 1877/1878 von Pfarrer Haselbeck (5 Hügel), 1902 von Pollinger (2 Hügel), evtl. 1912 von Maurer; zumeist älterbronzezeitliche Funde";3748000;5390000;1969;"Lehen";"'Birkenberg'";70;3;1;0;0;0;1;0;0;0;0;0;0
1193;3038;2;"Brandgrab (wohl verschleifter Grabhügel), n-nw von Ort [wohl identisch mit dem bei Abels genannten ehemaligen Grabhügel]; Notgrabung 1966 von K. Schneider";3509000;5532000;2191;;;;3;1;0;0;0;0;0;0;0;0;0;0
1194;2687;1;"Gruppe von über 30 Hügeln, 1700 m ssö von Ort, über 450 m evtl. entlang eines alten Weges aufgereiht; Grabungen 1838 von Hammer (etwa 10 Hügel), 1983 vom LfD (R. Krause) (6 Hügel mit schlechten Grabungsbedingungen); auch spätbronze- und frühlatène- und rö";3546000;5460000;1746;;"Wald 'Herrgottsberg', 'Neufelser Schlägle'";30;2;1;0;1;0;0;1;1;1;0;0;0
1195;1681;2;"Verebneter Grabhügel, 950 m sw der Kirche von Ort; der Hügel wurde 1882 geöffnet, wobei Tongefäße und zahlreiche Eisenteile, wahrscheinlich von einem Wagen, zutagekamen; vermutlich späte Hallstattzeit (Kossack); Literatur: OA LfD. - Bodendenkmäler in Baye";3588000;5324000;1173;;"'Lehbühl'";1;3;1;0;0;0;0;0;0;0;0;0;0
1196;2685;1;"Mehrere Grabhügel, n von Ort; Grabungen 1833 (2 Hügel)";3590000;5379000;1988;"Oberstotzingen";"'Schindelheckäcker'";;3;0;0;0;0;0;0;0;0;0;0;0
1197;2230;2;"Grabhügel, 650 m sö von Ort und 375 m w von Pkt. 453,4; wohl Lesefunde 1875 beim Steineabtragen";3717000;5436000;1401;;;1;3;1;0;0;0;0;0;0;0;0;0;0
1198;1638;1;"Gruppe von 42 Hügeln, 400 m ssw der Kirche von Blankenburg; aus älteren Grabungen stammen Ha-C-Gefäße. Euringer berichtet von 6 geöffneten Hügeln für 1914. 1967 wurde ein Hügel von der Dorfjugend angegraben, der dann vom Lfd (K.H. Henning) nachuntersucht ";3634000;5384000;1147;"Blankenburg";"'Schattholz'";42;1;1;1;0;0;0;0;0;0;0;0;0
1199;1612;1;"Brandgräber der Hallstattzeit, 800 m nw-wnw der Kirche von Kleinerdlingen (die Fundstelle ist unter ""Kleinerdlingen"" bekannt, gehört nach neuer Flurkarte jedoch zur Gemarkung Nördlingen); Lesefunde seit 1969, Ausgrabungen 1982-1984; die Gräber, im Bereich";3608000;5412000;1133;;"'Am Pilz'";;1;1;1;1;0;0;0;0;0;0;0;0
1200;3084;1;"Brandgräberfeld, nö von Ort; Ausgrabungen 1996 (Grenzen noch nicht erreich); nahebei auch 2 wohl zugehörige ""Herrenhöfe"" und zahlreiche Siedlungsstrukturen anderer Epochen, u. a. römische Villa mit zugehörigem Brandgräberfeld; Brandgräber knapp unter heut";3609000;5415000;1133;"Baldingen";"Neubaugebiet 'Im kleinen Feldle'";;2;1;1;0;0;0;0;0;0;0;0;0
1201;1613;1;"2 Grabhügel, 800 m sw-ssw der n Kirche von Reimlingen [nach Karte 1:50000 weitere Hügel im Wäldchen; evtl. hier auch Grabung 2000 in Flur 'Erbisberg' mit HaC-Brandgräbern (Arch. Jahr Bayern 2000, 175)]; Grabungen in einem der Hügel 1834 und 1919. Er enthi";3611000;5410000;1133;"Schmähingen, Herkheim";"'Schönfeld'";2;3;1;0;0;0;0;0;1;0;0;0;0
1202;2407;3;"Brandgrab, am Westende von Ort; gefunden 1905 von Stuhl, angeblich Flachgrab";3580000;5565000;992;;"'Ehemalige Ziegelei'";;3;0;0;1;0;0;0;0;0;0;0;0
1203;1284;1;"Verebnete Grabhügel, 800 m nnw der Kirche von Nüdlingen; Auffindung Th. Hein 1979, Brandbestattung mit reichem Geschirrsatz, weitere Grabungen 2001 (http://www.reve-archaeologie.de/grabungen/chron/N781.html)";3580000;5566000;992;;"'In der Bünd', Baugebiet 'Mehlesweg'";;3;1;0;1;0;0;0;0;0;0;0;0
1204;1285;1;"Gruppe von 40 Hügeln, 2000 m osö der Kirche von Ort; 1964 ein Hügel bei Waldarbeiten beschädigt, daraus Keramik und eine Schlangenfibel (Th.Hein)";3582000;5565000;992;;"Waldabt. 'Heiligengrund'";40;3;1;0;1;0;0;0;0;0;0;0;0
1205;1286;1;"Gruppe von ca. 100 Hügeln (mehrere Hügel zu größeren Gruppen zusammengebaut), 1900 m ssö der Kirche von Nüdlingen; 1 Hügel 1983 beschädigt, daraus eine Bronzefibel der späten Hallstattzeit (Th.Hein)";3581000;5564000;992;;"Waldabt. 'Vorderholz', 'Herrenleite'";100;3;1;0;1;0;0;0;0;0;0;0;0
1206;2192;1;"Gruppe von ehemals mindestens 3 Hügeln, 700 m n von Ort, auf dem rechten Kocherufer; Grabungen 1866 und 1954 vom LDA [offensichtlich ohne verwertbare Informationen]";3519000;5457000;1757;;"'Breitenloh' (ehem. Wald 'Breitenloch')";3;3;1;0;0;0;0;0;0;0;0;0;0
1207;1309;1;"Gruppe von ehemals 63 (heute noch) 20 Hügeln, 400 m wsw der Kirche von Örlenbach; Zerstörung einiger Hügel 1870 beim Eisenbahnbau, Grabungen 1901 von Reinhard (3 Hügel), 1902 von Väth, 1904 von Fremd, 1936 von Freund und Wünsch (5 Hügel) und 1951 von Endr";3581000;5557000;993;;"'Kirchhofsholz'";63;3;1;1;1;0;0;0;0;0;0;0;0
1208;1310;1;"Gruppe von ehemals 4 Hügeln, 600 m n der Kirche von Ebenhausen, im Neubaugebiet; Ausgrabung von Väth 1903 (2 Hügel); daraus Funde der späten Hallstattzeit und der frühen Latènezeit";3581000;5556000;993;"Ebenhausen";"Waldabt. 'Hinteres Gereuth'";4;3;1;0;1;0;0;0;1;0;0;0;0
1209;1311;3;"Brandgrab, 1800 m nnw der Kirche von Rottershausen; Auffindung J. Wabra 1980, Ausgrabung 1982";3582000;5561000;993;"Rottershausen";;;3;1;0;0;0;0;0;0;0;0;0;0
1210;2188;2;"Offenbar isolierter Grabhügel, 600 m onö von Ort; Grabung 1954 vom LDA";3512000;5457000;1761;;"'Eichwaldäcker'";1;2;1;0;0;0;0;0;0;0;0;0;0
1211;2920;1;"Brandgrab, ö von Ort; Grabung 1969 von R. Koch; Nachbestattung in einem spätbronzezeitlichen Hügel, auch uk-zeitliche Bestattungen";3513000;5456000;1761;;"'Zuckerfabrik'";;3;1;0;0;0;1;1;0;0;0;0;0
1212;2669;2;"Grabhügel, daraus 1891 3 Gefäße";3601000;5373000;1983;;"'Landstrost'";;3;0;0;0;0;0;0;0;0;0;0;0
1213;2187;3;"Brandbestattung, ca. 3700 m sö von Ort; entdeckt beim Bau der Autobahn 1935; in der Nähe UK-Gräber; Lit.: Bad. Fundber. III 1933-36, 404ff.";3473000;5468000;1762;;"Wald 'Brandbuckel'";;3;1;1;0;0;0;0;0;0;0;0;0
1214;2191;3;"Körpergrab, 2000 m nw von Ort; entdeckt in einer Kiesgrube 1911; unter einer Steindecke; keine Anzeichen für weitere Gräber";3491000;5285000;1758;"Schienen";"'Brandhof'";;3;1;0;1;0;0;0;0;0;0;0;0
1215;2190;1;"Gruppe von 15 Hügeln, 1200 m nnö von Ort; Grabungen 1886 von Wagner und 1953 vom LDA";3482000;5426000;1759;"Dürrn";"Wald 'Mühlau'";15;3;1;0;1;0;0;0;0;0;0;0;0
1216;2771;1;"Gruppe von ehemals 30 Hügeln, in der Ortschaft, ö der Hauptstraße; Grabungen 1789 (3 Hügel), 1873 (7 Hügel)";3673000;5345000;2027;"Neu-Esting";;30;3;1;1;0;0;0;0;0;0;0;0;0
1217;2189;1;"Gruppe von 10 Hügeln, aufgeteilt in 2 Untergruppe von je 5 Hügeln, 1500 m nnw von Ort; Grabung 1904 in 3 Hügeln von Lehrer Wetzel";3559000;5352000;1760;;"'Trinkholz'";10;3;1;0;1;0;0;0;0;0;0;0;0
1218;2182;1;"Gruppe von mindestens 3 völlig eingeebneten Hügeln, n des Friehofs im Bereich einer Kiesgrube; Grabung 1969 vom LDA; auch uk-zeitliche Bestattungen";3498000;5301000;1767;"Nenzingen";"'Martinshalde'";3;2;1;1;1;0;0;1;0;0;0;0;0
1219;2180;1;"Gruppe von 3 Hügeln, n von Ort; Grabung von Schumacher 1900 in 3 Hügeln; Brand- und Körperbestattungen";3497000;5302000;1767;"Nenzingen";"'Wald 'Eckenwasen'";3;3;1;1;1;0;0;0;0;0;0;0;0
1220;2181;1;"Gruppe von vollständig eingeebneten Hügeln, nö von Ort; vor 1908 hallstattzeitliche Lesefunde";3498000;5302000;1767;"Nenzingen";"Wald 'Rennehau'";;3;1;0;0;0;0;0;0;0;0;0;0
1221;1735;1;"3 Grabhügel, nicht lokalisierbar; sie lagen ""an der Grenze zwischen gutsherrlichem und bäuerlichem Grund"", und es war ""etwas nasses Terrain in der Nähe dieser Hügel."" Aus diesen Hügeln stammen Fragmente eines Bernsteinrings, ""schwarzgefärbte Urnenscherben";3587000;5335000;1205;;;3;3;0;0;0;0;0;0;0;0;0;0;0
1222;2178;1;"Gruppe von 3 Hügeln, 1500 m s von Ort, 900 m ssö vom Römerkastell; Grabungen von Schumacher 1894; Lit.: Fundber. Schwaben 2, 1894, 10";3531000;5476000;1769;;"Wald 'Förstlein'";3;3;1;0;0;0;0;0;0;0;0;0;0
1223;3124;1;"Gruppe von Hügeln; durch Luftbild entdeckt, 1978 durch Sondierungsgrabung untersucht (1 Hügel)";3794000;5403000;2095;"Altenmarkt";;;3;1;0;0;0;0;0;0;0;0;0;0
1224;2633;1;"Gruppe verschleifter Hügel, ö der Straße von Osterhofen nach Mühlham, 300-400 m s der Straßenabzweigung nach Niedermünchsdorf; Aufdeckung 1938 vom Reichsarbeitsdienst; HaC-Funde";3796000;5405000;2095;"Mühlham";;;3;1;1;0;0;0;0;0;0;0;0;0
1225;1261;1;"Gruppe verebneter Hügel (mehrere Körper- und Brandgräber), 1200 m ssw der Kirche von Ort in Hanglage (HaC), wenig davon entfernt durch Senke getrennt auf Höhenrücken gegenüber HaD-Nekropole; Auffindung 1980, Grabungen 1982 und 1989, 1990 (16 Hügel); Gräbe";3587000;5591000;1047;;"'Vor dem kleinen Lindenberg'";;3;1;1;1;0;0;0;0;0;0;0;0
1226;1263;2;"Wohl Gruppe verebneter Grabhügel, 1800 m nö der Kirche von Ort; Auffindung K. Bickert 1984. Grabung 1986";3589000;5593000;1047;;"'Vor dem Riedbrunnen'";;3;1;0;0;0;0;0;0;0;0;0;0
1227;1257;1;"Gruppe verebneter Hügel, 1000 m sö der Kirche von Ort; Ausgrabung der Arch. Arbeitsgruppe Rhön-Grabfeld 1993 (7 Hügel), 1994, 1995, 1996; Gräber in Kammern und einfache Brandgräber; u. a. Trennwandschalen; Steine für Steinpackungen teilweise über mehrere ";3581000;5591000;1047;"Urspringen";"'Am Waldbehrunger Weg', 'Am Pfaffenpfad'";;2;1;1;1;0;0;0;1;0;1;0;0
1228;2728;1;"Wohl Grabfund, im Ortsbereich";3528000;5313000;749;;"'Haus Spannagel'";;3;0;0;1;0;0;0;0;0;0;0;0
1229;603;1;"Gruppe von mindestens 3 Hügeln, 1800 m nw von Ort; Grabungen wohl von v. Mayenfisch 1854 in 3 Hügeln und später in 2 Hügeln";3523000;5318000;749;"Habsthal";"'Forst Sigmaringen' (Wald 'Fohrenstock')";3;3;1;0;1;0;0;0;0;0;0;0;0
1230;2858;1;"Gruppe von 7 Hügeln, nnw von Ort [Lokalisation nur ungefähr möglich]; Grabung 1883 von J. Naue (5 Hügel); hügelgräberbronze-, frühlatène- und römerzeitliche Bestattungen, aber auch hallstattzeitliche Funde";3662000;5311000;2077;;"'Batschenleich'";7;3;1;0;1;0;1;0;1;1;0;0;0
1231;2859;1;"Gruppe von etwa 23 Hügeln, nw von Ort; Grabungen 1883, 1886, 1891 von J. Naue (17 Hügel); auch hügelgräberbronze- und frühlatènezeitliche Funde";3662000;5311000;2077;;"'Eichhölzlwiesen'";23;3;1;1;1;0;1;0;1;0;0;0;0
1232;2860;1;"Gruppe von 20 Hügeln, nw von Ort; Grabung 1883 von J. Naue (14 Hügel); auch frühlatènezeitliche Funde";3662000;5311000;2077;;"'Eichwiesen'";20;3;1;0;0;0;0;0;1;0;0;0;0
1233;2857;1;"Gruppe von 17 Hügeln, n von Ort; Grabungen 1883, 1887, 1893 von J. Naue (16 Hügel); hügelgräberbronze- und römerzeitliche Bestattungen, darunter auch hallstattzeitliche Keramik";3663000;5312000;2077;;"'Haulaholz'";17;3;1;0;0;0;1;0;0;1;0;0;0
1234;2861;1;"Gruppe von angeblich 6 Hügeln, ö von Ort; Grabung 1886 von J. Naue (5 Hügel); HaD-Funde, auch römerzeitliche Nachbestattungen";3664000;5311000;2077;"Hochschloß";;6;3;1;0;1;0;0;0;0;1;0;0;0
1235;3123;4;"Wohl verschleifte Grabfunde, nö von Ort; Lesefunde 1976 und 1977";3764000;5425000;2216;"Thurnhof";;;3;1;0;0;0;0;0;0;0;0;0;0
1236;2213;1;"Gruppe von ehemals 5 Hügeln, 1000 m nnö von Ort und 600 m wnw von Pkt. 541,7; Grabungen von/für H. Scheidemandel 1885 in einem Hügel; hallstatt- und latènezeitliche Funde";3698000;5452000;1385;;;5;3;1;0;1;0;0;0;1;0;0;0;0
1237;2214;2;"Grabhügel, am auslaufenden s Hang des Buchenberges; Zerstörung 1881 mit Lesefunden";3698000;5452000;1385;;;1;3;0;0;1;0;0;0;0;0;0;0;0
1238;2137;2;"Eingeebneter Hügel, 375 m sw von Pkt. 489,1 und 375 m n von Pkt. 513,7, n an der Bahnlinie Parsberg- Neumarkt; Grabung von H. Scheidemandel 1883, Lesefunde 1988; bronze- und hallstattzeitliche Funde [Entfernungsangabe in BVbl. Beih. 4, 1991, 107 ""etwa 175";3695000;5451000;1385;"Darshofen";"'Auf der Scheiden'";;3;1;0;0;0;1;0;0;0;0;0;0
1239;2138;1;"Gruppe von 4 Hügeln, teilweise bereits auf Markung Parsberg, 1850 m wsw von Parsberg und 500-600 m onö von Eglwang (Kapelle); Grabung von J. Naue (oder Mittelsmänner) 1889; bronze- und hallstattzeitliche Funde; 2 Hügel Dm. 12 m, H. 1 m; andere Dm. 6-7m";3697000;5450000;1385;"Eglwang, Parsberg";"Wald 'Heiligholz', Staatswald Abt. 'Hinteres Hatzengrün'";4;3;1;0;0;0;1;0;0;0;0;0;0
1240;2218;1;"Wohl Grabhügel, nicht mehr zu lokalisieren; Lesefunde vor 1888";3698000;5452000;1385;"Hackenhofen";;;3;0;0;0;0;0;0;0;0;0;0;0
1241;2154;1;"Gruppe von ehemals 3 Hügeln, ca. 600 m ssw von Ort und 575 m ö von Pkt. 537,5; Grabungen 1885 von/für H. Scheidemandel, teilweise Abtragung1886 durch den Grundstücksbesitzer; bronze- und hallstattzeitliche Funde";3701000;5456000;1385;"Hörmannsdorf";"'Haidacker'";3;3;1;0;1;0;1;0;0;0;0;0;0
1242;2226;1;"Gruppe von 34 Gruppen, gegliedert in mehrere Untergruppen, 2000 m nw von Willenhofen, 400 m nnw von Ort und 325 m ö bis 350 m sö von Pkt. 548,6; Grabungen 1884 von/für H. Scheidemandel und 1889 von J. Naue (oder Mittelsmännern); hauptsächlich bronze-, abe";3698000;5448000;1385;"Kripfling";;34;3;1;0;1;0;1;0;1;0;0;0;0
1243;2217;1;"Funde aus nicht mehr zu lokalisierenden Grabhügeln";3698000;5454000;1385;"Rudenshofen";;;3;0;0;0;0;0;0;0;0;0;0;0
1244;2892;3;"Brandgrab, entdeckt 1961 bei Gartenarbeiten";3829000;5390000;2092;"Innstadt";"'Kühberg 2 1/2'";;3;1;0;1;0;0;0;0;0;0;0;0
1245;848;1;"Gräberfeld (HaD)";3679000;5522000;783;"Bodendorf";;;3;0;0;1;0;0;0;0;0;0;0;0
1246;849;1;"Gruppe von ehemals etwa 12 Hügeln, 1200 m nw der Kirche des Ortes; mehrere Untersuchungen 4. Viertel 19. Jh.; HaC-D";3680000;5521000;783;"Büchenbach";"'Auf der Wache' ('Dobritzanger')";12;3;1;1;1;0;0;0;0;0;0;0;0
